Episodio n;Titulo;URL;Año;Mes
Episodio 137;Discópolis - 13/02/09;http://www.rtve.es/play/audios/discopolis/discopolis-13-02-09/406900/;2009;2
Episodio 138;Discópolis - 16/02/09;https://www.rtve.es/play/audios/discopolis/discopolis-16-02-09/412977/;2009;2
Episodio 139;Discópolis - 17/02/09;http://www.rtve.es/play/audios/discopolis/discopolis-17-02-09/413637/;2009;2
Episodio 140;Discópolis - 18/02/09;http://www.rtve.es/play/audios/discopolis/discopolis-18-02-09/415814/;2009;2
Episodio 141;Discópolis - 19/02/09;http://www.rtve.es/play/audios/discopolis/discopolis-19-02-09/418054/;2009;2
Episodio 142;Discópolis - 20/02/09;https://www.rtve.es/play/audios/discopolis/discopolis-20-02-09/419348/;2009;2
Episodio 143;Discópolis - 23/02/09;http://www.rtve.es/play/audios/discopolis/discopolis-23-02-09/423393/;2009;2
Episodio 144;Discópolis - 24/02/09;https://www.rtve.es/play/audios/discopolis/discopolis-24-02-09/424896/;2009;2
Episodio 145;Discópolis - 25/02/09;http://www.rtve.es/play/audios/discopolis/discopolis-25-02-09/426309/;2009;2
Episodio 146;Discópolis - 26/02/09;http://www.rtve.es/play/audios/discopolis/discopolis-26-02-09/427824/;2009;2
Episodio 147;Discópolis - 27/02/09;http://www.rtve.es/play/audios/discopolis/discopolis-27-02-09/429330/;2009;2
Episodio 148;Discópolis - 02/03/09;https://www.rtve.es/play/audios/discopolis/discopolis-02-03-09/434049/;2009;3
Episodio 149;Discópolis - 03/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-03-03-09/436909/;2009;3
Episodio 150;Discópolis - 04/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-04-03-09/437772/;2009;3
Episodio 151;Discópolis - 09/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-09-03-09/443118/;2009;3
Episodio 152;Discópolis - 10/03/09;https://www.rtve.es/play/audios/discopolis/discopolis-10-03-09/444235/;2009;3
Episodio 153;Discópolis - 11/03/09;https://www.rtve.es/play/audios/discopolis/discopolis-11-03-09/445047/;2009;3
Episodio 154;Discópolis - 12/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-12-03-09/446469/;2009;3
Episodio 155;Discópolis - 13/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-13-03-09/447505/;2009;3
Episodio 156;Discópolis - 18/03/09;https://www.rtve.es/play/audios/discopolis/discopolis-18-03-09/451970/;2009;3
Episodio 157;Discópolis - 20/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-20-03-09/453690/;2009;3
Episodio 158;Discópolis - 24/03/09;https://www.rtve.es/play/audios/discopolis/discopolis-24-03-09/456730/;2009;3
Episodio 159;Programa 3 - 26/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-programa-3-26-03-09/458452/;2009;3
Episodio 160;Programa 1000 - 26/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-programa-1000-26-03-09/458456/;2009;3
Episodio 161;Programa 2 - 26/03/09;https://www.rtve.es/play/audios/discopolis/discopolis-programa-2-26-03-09/458459/;2009;3
Episodio 162;Discópolis - 26/03/09;https://www.rtve.es/play/audios/discopolis/discopolis-26-03-09/458599/;2009;3
Episodio 163;Discópolis - 27/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-27-03-09/459587/;2009;3
Episodio 164;Discópolis - 30/03/09;https://www.rtve.es/play/audios/discopolis/discopolis-30-03-09/462497/;2009;3
Episodio 165;Discópolis - 31/03/09;http://www.rtve.es/play/audios/discopolis/discopolis-31-03-09/463708/;2009;3
Episodio 166;Discópolis - 01/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-01-04-09/464805/;2009;4
Episodio 167;Programa 7.000 - 02/04/09;https://www.rtve.es/play/audios/discopolis/discopolis-programa-7000-02-04-09/465901/;2009;4
Episodio 168;Discópolis - 03/04/09;https://www.rtve.es/play/audios/discopolis/discopolis-03-04-09/469870/;2009;4
Episodio 169;Discópolis - 06/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-06-04-09/470266/;2009;4
Episodio 170;Discópolis - 07/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-07-04-09/470906/;2009;4
Episodio 171;Especial Mari Trini - 08/04/09;https://www.rtve.es/play/audios/discopolis/discopolis-especial-mari-trini-08-04-09/471900/;2009;4
Episodio 172;Discópolis - 09/04/09;https://www.rtve.es/play/audios/discopolis/discopolis-09-04-09/472797/;2009;4
Episodio 173;Discópolis - 10/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-10-04-09/473733/;2009;4
Episodio 174;Discópolis - 13/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-13-04-09/476533/;2009;4
Episodio 175;Lo nuevo de Neil Young - 14/04/09;https://www.rtve.es/play/audios/discopolis/discopolis-nuevo-trabajo-neil-young-14-04-09/478012/;2009;4
Episodio 176;Discópolis - 15/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-15-04-09/478266/;2009;4
Episodio 177;Discópolis - 16/04/09;https://www.rtve.es/play/audios/discopolis/discopolis-16-04-09/479307/;2009;4
Episodio 178;Festival de Moscú - 17/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-festival-folk-moscu-17-04-09/480076/;2009;4
Episodio 179;Festival de Moscú - 17/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-festival-folk-moscu-17-04-09/480403/;2009;4
